group,step,epoch,loss,grad_norm,learning_rate
A,10,0.03368421052631579,1.5830147743225098,2.010599374771118,2e-05
A,20,0.06736842105263158,1.3546093940734862,1.2407110929489136,1.9305555555555558e-05
A,30,0.10105263157894737,0.9835687637329101,0.9146965146064758,1.8611111111111114e-05
A,40,0.13473684210526315,0.800714111328125,0.39906176924705505,1.7916666666666667e-05
A,50,0.16842105263157894,0.6341617584228516,0.26588526368141174,1.7222222222222224e-05
A,60,0.20210526315789473,0.6208356857299805,0.19669866561889648,1.6527777777777777e-05
A,70,0.23578947368421052,0.5921339511871337,0.19229088723659515,1.5833333333333333e-05
A,80,0.2694736842105263,0.5979488372802735,0.18664832413196564,1.513888888888889e-05
A,90,0.3031578947368421,0.5662408351898194,0.17857521772384644,1.4444444444444446e-05
A,100,0.3368421052631579,0.5980621337890625,0.16738547384738922,1.375e-05
A,110,0.3705263157894737,0.5161590576171875,0.24023199081420898,1.3055555555555557e-05
A,120,0.40421052631578946,0.5581665992736816,0.1563223898410797,1.2361111111111113e-05
A,130,0.4378947368421053,0.5600729942321777,0.22082141041755676,1.1666666666666668e-05
A,140,0.47157894736842104,0.5456115245819092,0.30992743372917175,1.0972222222222224e-05
A,150,0.5052631578947369,0.5350860118865967,0.24671238660812378,1.0277777777777777e-05
A,160,0.5389473684210526,0.525450611114502,0.22835026681423187,9.583333333333335e-06
A,170,0.5726315789473684,0.5043434143066406,0.2251586616039276,8.888888888888888e-06
A,180,0.6063157894736843,0.5465429782867431,0.23066213726997375,8.194444444444445e-06
A,190,0.64,0.49835796356201173,0.2291356772184372,7.500000000000001e-06
A,200,0.6736842105263158,0.5206596374511718,0.20246922969818115,6.8055555555555566e-06
A,210,0.7073684210526315,0.48198604583740234,0.18020373582839966,6.111111111111112e-06
A,220,0.7410526315789474,0.46426901817321775,0.1983751803636551,5.416666666666667e-06
A,230,0.7747368421052632,0.4713128089904785,0.203395813703537,4.722222222222222e-06
A,240,0.8084210526315789,0.5112034320831299,0.19938158988952637,4.027777777777779e-06
A,250,0.8421052631578947,0.4916562557220459,0.23618099093437195,3.3333333333333333e-06
A,260,0.8757894736842106,0.46132421493530273,0.20160402357578278,2.6388888888888893e-06
A,270,0.9094736842105263,0.4767475128173828,0.1929924488067627,1.944444444444445e-06
A,280,0.9431578947368421,0.4539920806884766,0.27057960629463196,1.25e-06
A,290,0.9768421052631578,0.5514911651611328,0.24044378101825714,5.555555555555555e-07
B,10,0.03369130343230154,1.7191200256347656,2.0247225761413574,2e-05
B,20,0.06738260686460308,1.2857267379760742,1.133731484413147,1.9305555555555558e-05
B,30,0.10107391029690461,0.9656660079956054,0.6298710107803345,1.8611111111111114e-05
B,40,0.13476521372920616,0.7327282905578614,0.33082133531570435,1.7916666666666667e-05
B,50,0.1684565171615077,0.678007698059082,0.4431885778903961,1.7222222222222224e-05
B,60,0.20214782059380923,0.6303942680358887,0.1974038928747177,1.6527777777777777e-05
B,70,0.23583912402611076,0.5491886615753174,0.2045125812292099,1.5833333333333333e-05
B,80,0.2695304274584123,0.6002718448638916,0.1725338250398636,1.513888888888889e-05
B,90,0.30322173089071386,0.552273941040039,0.19099830090999603,1.4444444444444446e-05
B,100,0.3369130343230154,0.5474944114685059,0.17202900350093842,1.375e-05
B,110,0.3706043377553169,0.5185783863067627,0.264607310295105,1.3055555555555557e-05
B,120,0.40429564118761846,0.5002044200897217,0.18182112276554108,1.2361111111111113e-05
B,130,0.43798694461992,0.5552318572998047,0.24045948684215546,1.1666666666666668e-05
B,140,0.4716782480522215,0.4730668544769287,0.17883405089378357,1.0972222222222224e-05
B,150,0.505369551484523,0.49462103843688965,0.19895721971988678,1.0277777777777777e-05
B,160,0.5390608549168246,0.4705902099609375,0.1834571808576584,9.583333333333335e-06
B,170,0.5727521583491262,0.49939613342285155,0.18113386631011963,8.888888888888888e-06
B,180,0.6064434617814277,0.504758358001709,0.16705924272537231,8.194444444444445e-06
B,190,0.6401347652137293,0.4464932918548584,0.17175620794296265,7.500000000000001e-06
B,200,0.6738260686460308,0.5273789882659912,0.2109190821647644,6.8055555555555566e-06
B,210,0.7075173720783323,0.44620647430419924,0.21451450884342194,6.111111111111112e-06
B,220,0.7412086755106339,0.4559274673461914,0.2165166437625885,5.416666666666667e-06
B,230,0.7748999789429354,0.5047313690185546,0.20554910600185394,4.722222222222222e-06
B,240,0.8085912823752369,0.5259467601776123,0.23725160956382751,4.027777777777779e-06
B,250,0.8422825858075385,0.4557186603546143,0.18785540759563446,3.3333333333333333e-06
B,260,0.87597388923984,0.4890927791595459,0.2399829626083374,2.6388888888888893e-06
B,270,0.9096651926721415,0.43520364761352537,0.2096274048089981,1.944444444444445e-06
B,280,0.943356496104443,0.4763341903686523,0.20057015120983124,1.25e-06
B,290,0.9770477995367446,0.46981377601623536,0.21147063374519348,5.555555555555555e-07
C,10,0.03368421052631579,1.455185604095459,1.425331711769104,2e-05
C,20,0.06736842105263158,1.3532922744750977,0.8033356070518494,1.9305555555555558e-05
C,30,0.10105263157894737,1.022484588623047,0.6607561111450195,1.8611111111111114e-05
C,40,0.13473684210526315,1.0061328887939454,0.36400485038757324,1.7916666666666667e-05
C,50,0.16842105263157894,0.8269963264465332,0.27876442670822144,1.7222222222222224e-05
C,60,0.20210526315789473,0.9330001831054687,0.24292345345020294,1.6527777777777777e-05
C,70,0.23578947368421052,0.8279201507568359,0.22195318341255188,1.5833333333333333e-05
C,80,0.2694736842105263,0.7468364715576172,0.2608719766139984,1.513888888888889e-05
C,90,0.3031578947368421,0.7838366508483887,0.3075891435146332,1.4444444444444446e-05
C,100,0.3368421052631579,0.8189897537231445,0.19748590886592865,1.375e-05
C,110,0.3705263157894737,0.7045705318450928,0.22814016044139862,1.3055555555555557e-05
C,120,0.40421052631578946,0.7606522083282471,0.1501275599002838,1.2361111111111113e-05
C,130,0.4378947368421053,0.7074561595916748,0.21218831837177277,1.1666666666666668e-05
C,140,0.47157894736842104,0.7258960723876953,0.1918559968471527,1.0972222222222224e-05
C,150,0.5052631578947369,0.7756795883178711,0.14575792849063873,1.0277777777777777e-05
C,160,0.5389473684210526,0.7328000068664551,0.13537199795246124,9.583333333333335e-06
C,170,0.5726315789473684,0.7027599334716796,0.1441427618265152,8.888888888888888e-06
C,180,0.6063157894736843,0.6949830055236816,0.18638692796230316,8.194444444444445e-06
C,190,0.64,0.7042758941650391,0.20959605276584625,7.500000000000001e-06
C,200,0.6736842105263158,0.725186538696289,0.18243876099586487,6.8055555555555566e-06
C,210,0.7073684210526315,0.6522782325744629,0.16147416830062866,6.111111111111112e-06
C,220,0.7410526315789474,0.8530979156494141,0.14016473293304443,5.416666666666667e-06
C,230,0.7747368421052632,0.7017370700836182,0.18205125629901886,4.722222222222222e-06
C,240,0.8084210526315789,0.5928615093231201,0.1964387595653534,4.027777777777779e-06
C,250,0.8421052631578947,0.6853837013244629,0.23038609325885773,3.3333333333333333e-06
C,260,0.8757894736842106,0.7409576416015625,0.20127514004707336,2.6388888888888893e-06
C,270,0.9094736842105263,0.7561866283416748,0.2338215857744217,1.944444444444445e-06
C,280,0.9431578947368421,0.6829614639282227,0.2282963991165161,1.25e-06
C,290,0.9768421052631578,0.6962559223175049,0.14216502010822296,5.555555555555555e-07
D,10,0.03368421052631579,1.415356731414795,0.757409930229187,2e-05
D,20,0.06736842105263158,1.2713537216186523,1.0333163738250732,1.9305555555555558e-05
D,30,0.10105263157894737,1.0610742568969727,0.7164058089256287,1.8611111111111114e-05
D,40,0.13473684210526315,0.9024530410766601,0.2743116617202759,1.7916666666666667e-05
D,50,0.16842105263157894,0.867980670928955,0.31075161695480347,1.7222222222222224e-05
D,60,0.20210526315789473,0.8036000251770019,0.2839205265045166,1.6527777777777777e-05
D,70,0.23578947368421052,0.8285856246948242,0.18388882279396057,1.5833333333333333e-05
D,80,0.2694736842105263,0.7879579067230225,0.216683030128479,1.513888888888889e-05
D,90,0.3031578947368421,0.7355649948120118,0.1792624592781067,1.4444444444444446e-05
D,100,0.3368421052631579,0.7043805122375488,0.24536846578121185,1.375e-05
D,110,0.3705263157894737,0.7528959274291992,0.1617193967103958,1.3055555555555557e-05
D,120,0.40421052631578946,0.7256008625030518,0.15536512434482574,1.2361111111111113e-05
D,130,0.4378947368421053,0.690850830078125,0.1805625855922699,1.1666666666666668e-05
D,140,0.47157894736842104,0.8450063705444336,0.15448562800884247,1.0972222222222224e-05
D,150,0.5052631578947369,0.7635972499847412,0.21564437448978424,1.0277777777777777e-05
D,160,0.5389473684210526,0.7011778354644775,0.1668565273284912,9.583333333333335e-06
D,170,0.5726315789473684,0.6379517555236817,0.17943383753299713,8.888888888888888e-06
D,180,0.6063157894736843,0.7951602935791016,0.18183834850788116,8.194444444444445e-06
D,190,0.64,0.6857302188873291,0.16497015953063965,7.500000000000001e-06
D,200,0.6736842105263158,0.7726114749908447,0.19734181463718414,6.8055555555555566e-06
D,210,0.7073684210526315,0.7278777122497558,0.15532322227954865,6.111111111111112e-06
D,220,0.7410526315789474,0.6755704879760742,0.18187829852104187,5.416666666666667e-06
D,230,0.7747368421052632,0.7699027061462402,0.19435636699199677,4.722222222222222e-06
D,240,0.8084210526315789,0.7279733657836914,0.19234098494052887,4.027777777777779e-06
D,250,0.8421052631578947,0.70652756690979,0.16615161299705505,3.3333333333333333e-06
D,260,0.8757894736842106,0.6221452236175538,0.20415569841861725,2.6388888888888893e-06
D,270,0.9094736842105263,0.7311712741851807,0.17167872190475464,1.944444444444445e-06
D,280,0.9431578947368421,0.6972790241241456,0.15391014516353607,1.25e-06
D,290,0.9768421052631578,0.6653506755828857,0.21486537158489227,5.555555555555555e-07
E,10,0.03368421052631579,1.354721736907959,3.9460384845733643,2e-05
E,20,0.06736842105263158,0.7727204322814941,2.289142608642578,1.9305555555555558e-05
E,30,0.10105263157894737,0.21112430095672607,0.7427681088447571,1.8611111111111114e-05
E,40,0.13473684210526315,0.059752357006072995,0.388176292181015,1.7916666666666667e-05
E,50,0.16842105263157894,0.03286421597003937,0.2997809052467346,1.7222222222222224e-05
E,60,0.20210526315789473,0.03280643820762634,0.12197840213775635,1.6527777777777777e-05
E,70,0.23578947368421052,0.03628957569599152,0.10941063612699509,1.5833333333333333e-05
E,80,0.2694736842105263,0.03876757025718689,0.06748592108488083,1.513888888888889e-05
E,90,0.3031578947368421,0.02602320909500122,0.059763237833976746,1.4444444444444446e-05
E,100,0.3368421052631579,0.028460821509361266,0.09247687458992004,1.375e-05
E,110,0.3705263157894737,0.04250697493553161,0.19116073846817017,1.3055555555555557e-05
E,120,0.40421052631578946,0.03379962146282196,0.13570287823677063,1.2361111111111113e-05
E,130,0.4378947368421053,0.020416425168514253,0.21161051094532013,1.1666666666666668e-05
E,140,0.47157894736842104,0.016480752825737,0.08052824437618256,1.0972222222222224e-05
E,150,0.5052631578947369,0.023584960401058196,0.15249978005886078,1.0277777777777777e-05
E,160,0.5389473684210526,0.03236395418643952,0.14694854617118835,9.583333333333335e-06
E,170,0.5726315789473684,0.038111522793769836,0.17033077776432037,8.888888888888888e-06
E,180,0.6063157894736843,0.04481610953807831,0.1064109355211258,8.194444444444445e-06
E,190,0.64,0.0529482901096344,0.15370531380176544,7.500000000000001e-06
E,200,0.6736842105263158,0.030909615755081176,0.08718603104352951,6.8055555555555566e-06
E,210,0.7073684210526315,0.022245943546295166,0.027590520679950714,6.111111111111112e-06
E,220,0.7410526315789474,0.07204373478889466,0.18266738951206207,5.416666666666667e-06
E,230,0.7747368421052632,0.032883018255233765,0.12280880659818649,4.722222222222222e-06
E,240,0.8084210526315789,0.040842652320861816,0.11128105968236923,4.027777777777779e-06
E,250,0.8421052631578947,0.033552879095077516,0.11784784495830536,3.3333333333333333e-06
E,260,0.8757894736842106,0.03305502533912659,0.1004280298948288,2.6388888888888893e-06
E,270,0.9094736842105263,0.039751118421554564,0.1077667772769928,1.944444444444445e-06
E,280,0.9431578947368421,0.04458942413330078,0.06836125254631042,1.25e-06
E,290,0.9768421052631578,0.03021981120109558,0.11671607196331024,5.555555555555555e-07
F,10,0.03368421052631579,1.1218630790710449,1.0957847833633423,2e-05
F,20,0.06736842105263158,0.876891040802002,0.809600293636322,1.9305555555555558e-05
F,30,0.10105263157894737,0.6502935886383057,0.5084003806114197,1.8611111111111114e-05
F,40,0.13473684210526315,0.5577639102935791,0.2662241756916046,1.7916666666666667e-05
F,50,0.16842105263157894,0.5222692012786865,0.1742866486310959,1.7222222222222224e-05
F,60,0.20210526315789473,0.4892107486724854,0.16369257867336273,1.6527777777777777e-05
F,70,0.23578947368421052,0.48895969390869143,0.10644996911287308,1.5833333333333333e-05
F,80,0.2694736842105263,0.45876426696777345,0.09240797907114029,1.513888888888889e-05
F,90,0.3031578947368421,0.44091267585754396,0.11505744606256485,1.4444444444444446e-05
F,100,0.3368421052631579,0.43735504150390625,0.10070265084505081,1.375e-05
F,110,0.3705263157894737,0.42777132987976074,0.10735229402780533,1.3055555555555557e-05
F,120,0.40421052631578946,0.4509749889373779,0.0922994315624237,1.2361111111111113e-05
F,130,0.4378947368421053,0.45212626457214355,0.08622411638498306,1.1666666666666668e-05
F,140,0.47157894736842104,0.43569445610046387,0.11838720738887787,1.0972222222222224e-05
F,150,0.5052631578947369,0.43085813522338867,0.1043100580573082,1.0277777777777777e-05
F,160,0.5389473684210526,0.4411614418029785,0.10590904951095581,9.583333333333335e-06
F,170,0.5726315789473684,0.4377317428588867,0.1136375442147255,8.888888888888888e-06
F,180,0.6063157894736843,0.4132566452026367,0.12784850597381592,8.194444444444445e-06
F,190,0.64,0.45008144378662107,0.11804445832967758,7.500000000000001e-06
F,200,0.6736842105263158,0.38725278377532957,0.09055432677268982,6.8055555555555566e-06
F,210,0.7073684210526315,0.4014801025390625,0.097312793135643,6.111111111111112e-06
F,220,0.7410526315789474,0.3815666675567627,0.06891192495822906,5.416666666666667e-06
F,230,0.7747368421052632,0.3788830995559692,0.11129861325025558,4.722222222222222e-06
F,240,0.8084210526315789,0.4148838043212891,0.09049546718597412,4.027777777777779e-06
F,250,0.8421052631578947,0.3969520330429077,0.11748576909303665,3.3333333333333333e-06
F,260,0.8757894736842106,0.4051847457885742,0.12673123180866241,2.6388888888888893e-06
F,270,0.9094736842105263,0.4042962551116943,0.11665531247854233,1.944444444444445e-06
F,280,0.9431578947368421,0.38920888900756834,0.09313435852527618,1.25e-06
F,290,0.9768421052631578,0.3884354829788208,0.11661974340677261,5.555555555555555e-07
G,10,0.03368421052631579,1.6968626022338866,3.684485673904419,2e-05
G,20,0.06736842105263158,1.233126449584961,1.005321741104126,1.9305555555555558e-05
G,30,0.10105263157894737,0.9230507850646973,0.6566227674484253,1.8611111111111114e-05
G,40,0.13473684210526315,0.7009654998779297,0.41150471568107605,1.7916666666666667e-05
G,50,0.16842105263157894,0.6408415794372558,0.37298595905303955,1.7222222222222224e-05
G,60,0.20210526315789473,0.5681892395019531,0.30224767327308655,1.6527777777777777e-05
G,70,0.23578947368421052,0.5511730194091797,0.25735020637512207,1.5833333333333333e-05
G,80,0.2694736842105263,0.5086163997650146,0.2509697377681732,1.513888888888889e-05
G,90,0.3031578947368421,0.5019662857055665,0.17227615416049957,1.4444444444444446e-05
G,100,0.3368421052631579,0.46945967674255373,0.17254729568958282,1.375e-05
G,110,0.3705263157894737,0.4649169445037842,0.19760119915008545,1.3055555555555557e-05
G,120,0.40421052631578946,0.47386622428894043,0.26108646392822266,1.2361111111111113e-05
G,130,0.4378947368421053,0.4761312961578369,0.14500229060649872,1.1666666666666668e-05
G,140,0.47157894736842104,0.49971556663513184,0.1829724907875061,1.0972222222222224e-05
G,150,0.5052631578947369,0.450258207321167,0.19037538766860962,1.0277777777777777e-05
G,160,0.5389473684210526,0.4885109901428223,0.1997331827878952,9.583333333333335e-06
G,170,0.5726315789473684,0.5051122665405273,0.1881534457206726,8.888888888888888e-06
G,180,0.6063157894736843,0.4952376365661621,0.20723789930343628,8.194444444444445e-06
G,190,0.64,0.4860363960266113,0.17494572699069977,7.500000000000001e-06
G,200,0.6736842105263158,0.4297310829162598,0.16825179755687714,6.8055555555555566e-06
G,210,0.7073684210526315,0.44162592887878416,0.161841481924057,6.111111111111112e-06
G,220,0.7410526315789474,0.467103385925293,0.19264522194862366,5.416666666666667e-06
G,230,0.7747368421052632,0.4810293674468994,0.16544614732265472,4.722222222222222e-06
G,240,0.8084210526315789,0.41908040046691897,0.21191076934337616,4.027777777777779e-06
G,250,0.8421052631578947,0.4529350757598877,0.1856614500284195,3.3333333333333333e-06
G,260,0.8757894736842106,0.44780917167663575,0.18180805444717407,2.6388888888888893e-06
G,270,0.9094736842105263,0.4372220516204834,0.22866776585578918,1.944444444444445e-06
G,280,0.9431578947368421,0.4179133415222168,0.25717398524284363,1.25e-06
G,290,0.9768421052631578,0.43637681007385254,0.21440407633781433,5.555555555555555e-07
H,10,0.03368421052631579,1.3327975273132324,1.6868699789047241,2e-05
H,20,0.06736842105263158,1.1368524551391601,1.2273906469345093,1.9305555555555558e-05
H,30,0.10105263157894737,0.8518864631652832,0.7943693399429321,1.8611111111111114e-05
H,40,0.13473684210526315,0.7683938503265381,0.4732394814491272,1.7916666666666667e-05
H,50,0.16842105263157894,0.575929832458496,0.3222891092300415,1.7222222222222224e-05
H,60,0.20210526315789473,0.5524779796600342,0.3904777765274048,1.6527777777777777e-05
H,70,0.23578947368421052,0.5190556049346924,0.28352874517440796,1.5833333333333333e-05
H,80,0.2694736842105263,0.483150577545166,0.2634347081184387,1.513888888888889e-05
H,90,0.3031578947368421,0.5196627140045166,0.27878788113594055,1.4444444444444446e-05
H,100,0.3368421052631579,0.5578733444213867,0.19602489471435547,1.375e-05
H,110,0.3705263157894737,0.47946958541870116,0.14663147926330566,1.3055555555555557e-05
H,120,0.40421052631578946,0.5019022464752197,0.15349526703357697,1.2361111111111113e-05
H,130,0.4378947368421053,0.5141848564147949,0.24709434807300568,1.1666666666666668e-05
H,140,0.47157894736842104,0.517359447479248,0.14696092903614044,1.0972222222222224e-05
H,150,0.5052631578947369,0.46326346397399903,0.22623832523822784,1.0277777777777777e-05
H,160,0.5389473684210526,0.5124219417572021,0.21857871115207672,9.583333333333335e-06
H,170,0.5726315789473684,0.49788570404052734,0.16609592735767365,8.888888888888888e-06
H,180,0.6063157894736843,0.4467304706573486,0.17839409410953522,8.194444444444445e-06
H,190,0.64,0.49136552810668943,0.20938162505626678,7.500000000000001e-06
H,200,0.6736842105263158,0.4699357509613037,0.16036544740200043,6.8055555555555566e-06
H,210,0.7073684210526315,0.5189857959747315,0.11808587610721588,6.111111111111112e-06
